Date of Joining,Gender,Job Division,WFH Setup Available,Designation Grade,Resource Allocation,Mental Fatigue Score,Burn Rate
26-05-2008,Female,Service,Yes,0,2,4.7,0.27
21-10-2008,Female,Service,No,0,1,3.1,0.14
16-12-2008,Female,Product,No,3,6,6,0.53
23-12-2008,Male,Product,Yes,1,2,,0.22
14-07-2008,Female,Service,Yes,1,2,3.3,0.24
06-01-2008,Female,Product,No,3,6,8.1,0.67
28-09-2008,Female,Product,Yes,2,4,6.2,0.38
24-10-2008,Male,Service,Yes,2,6,6.9,0.65
26-10-2008,Female,Service,No,1,3,5.5,0.46
14-02-2008,Female,Service,No,3,5,4.2,0.31
14-01-2008,Female,Service,No,3,7,6.1,0.55
09-10-2008,Female,Service,Yes,2,4,,0.4
21-09-2008,Female,Product,No,0,1,0,0
10-09-2008,Female,Product,No,4,7,6.2,0.51
10-08-2008,Female,Service,Yes,3,5,,0.37
02-04-2008,Female,Product,Yes,1,3,4.7,0.23
15-10-2008,Female,Service,Yes,2,4,5.1,0.41
30-06-2008,Female,Service,No,1,2,4.7,0.27
05-08-2008,Male,Service,Yes,1,3,6.1,0.41
14-12-2008,Female,Product,No,2,4,2.7,0.16
17-08-2008,Male,Service,No,4,7,6.9,0.66
13-02-2008,Female,Service,Yes,3,6,5.9,0.49
26-06-2008,Female,Product,Yes,0,2,,0.34
04-06-2008,Female,Service,No,1,3,4.4,0.29
23-12-2008,Male,Service,Yes,3,5,6.5,0.47
25-09-2008,Male,Product,Yes,0,1,,0.07
27-07-2008,Female,Service,Yes,2,4,4.6,0.31
22-03-2008,Female,Product,No,2,5,6.8,0.65
03-10-2008,Female,Service,Yes,1,,2.1,0.12
07-03-2008,Female,Service,No,3,5,4.8,
03-03-2008,Male,Product,Yes,2,5,6.5,0.51
06-12-2008,Male,Product,Yes,1,2,3.6,0.2
15-07-2008,Female,Service,Yes,1,2,3.9,0.25
10-10-2008,Male,Service,No,2,6,6.4,0.57
22-10-2008,Female,Service,Yes,3,5,5.2,0.48
03-05-2008,Male,Service,No,2,5,7.6,0.73
02-08-2008,Female,Service,Yes,0,1,3.8,0.22
15-03-2008,Female,Service,No,2,5,7.7,0.59
18-03-2008,Male,Product,Yes,1,3,5.5,0.33
13-08-2008,Male,Service,Yes,2,5,4.1,
13-08-2008,Male,Service,No,2,5,7.4,0.55
21-01-2008,Male,Service,No,1,4,4.8,0.36
11-10-2008,Male,Service,Yes,1,3,4.2,0.27
30-08-2008,Female,Product,Yes,2,4,5.9,0.41
08-02-2008,Female,Service,No,3,6,6,0.53
28-02-2008,Female,Service,No,4,8,9,0.74
07-01-2008,Female,Product,Yes,1,,4.2,0.33
28-05-2008,Male,Product,No,2,6,6.7,0.54
15-11-2008,Female,Service,Yes,3,4,,0.38
01-07-2008,Male,Service,Yes,3,6,6.1,0.56
02-12-2008,Male,Service,No,1,3,5.2,0.32
07-10-2008,Female,Product,No,4,8,,
09-02-2008,Male,Service,No,4,7,6.7,0.51
29-05-2008,Female,Service,Yes,2,4,5.6,0.35
27-08-2008,Male,Service,No,1,2,5.3,0.49
20-12-2008,Female,Service,Yes,4,6,7.7,0.67
08-09-2008,Female,Service,No,2,4,3.5,0.29
22-08-2008,Male,Service,Yes,1,2,,0.3
23-10-2008,Male,Service,No,2,4,4.7,0.4
22-02-2008,Male,Service,Yes,3,6,5,0.35
02-11-2008,Male,Service,No,4,,6.4,
11-08-2008,Female,Service,Yes,1,2,4.7,0.23
20-03-2008,Female,Service,No,3,6,6.6,
05-10-2008,Male,Product,Yes,1,4,6.4,0.41
22-04-2008,Male,Service,Yes,3,6,7.3,0.59
21-11-2008,Female,Product,Yes,1,4,5.1,0.39
13-07-2008,Male,Product,No,2,5,,0.52
09-09-2008,Female,Product,Yes,1,4,6,0.44
03-05-2008,Male,Service,No,4,7,7.6,0.68
16-08-2008,Female,Product,No,2,6,6.3,
29-08-2008,Male,Service,No,2,4,6,0.42
12-02-2008,Male,Service,Yes,3,5,6.3,0.44
17-01-2008,Male,Service,No,3,5,,0.38
09-09-2008,Female,Service,No,4,6,7.2,0.64
16-09-2008,Female,Service,No,2,3,3.4,0.18
14-08-2008,Male,Service,No,2,,7.3,0.69
26-09-2008,Male,Service,No,2,4,5.9,0.39
07-02-2008,Female,Product,Yes,2,4,4,0.32
05-07-2008,Male,Service,No,2,6,6.1,0.58
19-07-2008,Male,Service,Yes,4,7,5.6,0.49
03-10-2008,Male,Service,No,3,5,6.1,0.6
06-12-2008,Male,Service,No,2,6,8.1,0.65
23-11-2008,Female,Service,Yes,3,4,5.2,0.29
21-07-2008,Male,Service,Yes,0,1,3.1,0.17
13-10-2008,Female,Product,No,3,6,6.1,0.56
27-10-2008,Female,Service,Yes,3,6,5.6,0.43
08-12-2008,Male,Service,No,2,4,,0.66
03-06-2008,Female,Service,Yes,1,2,4.5,0.29
10-07-2008,Male,Product,Yes,3,6,6.6,0.65
21-08-2008,Female,Service,Yes,1,,6.2,0.44
11-11-2008,Female,Service,No,4,7,7,0.6
17-11-2008,Female,Service,Yes,3,5,5.4,0.34
09-02-2008,Male,Product,Yes,1,2,,0.15
13-12-2008,Female,Service,Yes,2,4,5.5,0.33
25-04-2008,Female,Service,Yes,3,6,4.6,0.35
04-11-2008,Male,Service,No,5,9,7.8,0.79
18-02-2008,Female,Service,Yes,1,4,4.8,0.41
28-07-2008,Male,Service,No,4,8,9.6,0.86
28-10-2008,Female,Service,Yes,3,7,8,0.8
05-11-2008,Female,Product,Yes,3,5,5.1,0.32
19-08-2008,Female,Service,No,3,6,8.7,0.76
05-06-2008,Female,Service,Yes,0,1,2.6,0.15
29-06-2008,Female,Product,No,3,5,5.7,0.54
11-09-2008,Male,Service,No,4,8,8.8,0.7
06-07-2008,Female,Service,No,3,7,7.7,0.57
07-10-2008,Female,Product,No,1,3,5.5,0.44
09-06-2008,Female,Product,No,3,6,4.9,0.32
21-08-2008,Female,Product,No,3,5,4.7,0.38
16-05-2008,Male,Product,No,4,7,9.2,0.82
17-04-2008,Male,Product,No,3,7,6.2,0.58
21-05-2008,Female,Service,No,5,10,9.5,0.94
19-01-2008,Female,Service,No,3,6,5.3,0.43
23-02-2008,Male,Product,No,2,,8.3,0.64
11-06-2008,Female,Service,Yes,1,4,6.8,0.5
27-03-2008,Female,Product,Yes,5,,9.4,1
11-11-2008,Male,Service,No,3,5,,0.42
28-04-2008,Female,Product,No,2,3,6.1,0.41
04-04-2008,Male,Service,Yes,2,3,3.3,0.25
28-08-2008,Male,Service,No,2,6,5.5,0.51
29-10-2008,Male,Service,Yes,1,3,,0.38
07-08-2008,Female,Product,Yes,1,2,,0
22-09-2008,Male,Service,No,2,7,8.8,0.8
31-12-2008,Female,Service,No,2,4,5.7,0.36
13-01-2008,Female,Service,Yes,3,4,4.3,0.38
29-04-2008,Female,Product,Yes,1,4,6.2,0.41
21-06-2008,Female,Product,No,3,5,7.1,0.64
14-10-2008,Female,Service,Yes,2,5,3.7,0.3
09-09-2008,Male,Product,No,3,6,5.7,0.44
26-09-2008,Male,Service,No,1,1,3.6,0.15
08-09-2008,Female,Service,No,4,8,7.5,0.71
06-01-2008,Male,Service,No,2,5,6.8,0.54
18-01-2008,Female,Service,Yes,2,3,5.7,0.44
01-06-2008,Female,Service,No,1,2,0.7,0
11-08-2008,Female,Service,Yes,1,4,,0.46
08-03-2008,Female,Service,Yes,1,2,2.9,0.15
27-05-2008,Male,Product,Yes,2,,2.9,0.22
13-10-2008,Male,Product,No,1,,1.3,0.06
11-02-2008,Male,Service,No,3,5,,0.55
29-09-2008,Female,Service,Yes,3,7,7.5,0.77
14-06-2008,Male,Service,No,2,3,6.3,0.48
19-11-2008,Male,Service,Yes,1,3,6.4,
06-03-2008,Female,Service,Yes,2,4,5.6,0.43
05-11-2008,Male,Service,Yes,2,4,2.8,0.11
24-10-2008,Male,Service,Yes,2,6,7.5,0.76
19-11-2008,Male,Service,No,1,1,5.1,0.29
19-08-2008,Male,Service,Yes,4,7,6.4,0.63
30-05-2008,Female,Service,Yes,3,7,7.1,0.58
06-12-2008,Female,Product,Yes,2,5,5.8,0.48
18-05-2008,Male,Service,Yes,0,1,3.4,0.18
18-12-2008,Male,Product,No,3,5,7.3,0.6
29-09-2008,Male,Product,Yes,1,2,4.4,0.24
05-12-2008,Female,Service,Yes,2,,4.3,0.35
05-09-2008,Male,Service,No,1,3,4.8,0.39
24-06-2008,Male,Service,No,2,6,5.9,0.53
22-07-2008,Female,Service,Yes,2,3,4.4,0.34
07-12-2008,Male,Product,No,2,,6.4,0.54
20-02-2008,Female,Product,Yes,1,4,5.4,0.41
12-10-2008,Female,Service,No,2,4,5.3,0.44
13-04-2008,Female,Service,Yes,0,1,2.1,0.12
11-12-2008,Female,Service,Yes,3,5,6.7,0.45
27-07-2008,Male,Service,No,2,5,4.3,0.36
27-11-2008,Male,Service,No,0,1,0.2,0
13-04-2008,Male,Service,Yes,2,3,4,0.31
28-09-2008,Female,Service,No,3,8,9.5,0.93
09-03-2008,Female,Service,Yes,2,3,2.8,0.15
27-11-2008,Female,Service,Yes,0,1,0.2,0
27-04-2008,Female,Product,No,3,5,5.1,0.38
23-10-2008,Male,Service,Yes,2,4,3.8,0.31
14-09-2008,Female,Product,No,3,7,,0.52
29-11-2008,Female,Service,Yes,1,2,5.2,0.27
11-06-2008,Male,Product,Yes,3,5,6.8,0.47
20-01-2008,Female,Service,No,2,4,7,
02-09-2008,Male,Service,No,1,3,5.5,0.35
23-01-2008,Male,Product,No,3,6,7,0.69
31-07-2008,Female,Product,Yes,2,5,,0.52
26-10-2008,Male,Service,Yes,4,8,8.1,0.69
14-04-2008,Male,Service,Yes,2,4,5,0.38
22-03-2008,Male,Product,No,2,4,7.2,0.57
13-04-2008,Male,Service,Yes,2,5,7.7,0.58
24-12-2008,Female,Service,Yes,0,1,2.6,0.09
28-02-2008,Female,Service,Yes,2,4,6,0.46
07-03-2008,Female,Service,Yes,0,1,3.2,0.12
05-10-2008,Male,Service,No,3,7,8.1,0.75
07-08-2008,Female,Service,Yes,1,,5.5,0.47
13-05-2008,Female,Product,Yes,2,3,1.2,0.05
11-04-2008,Male,Service,No,3,7,7.6,0.79
19-01-2008,Male,Service,Yes,3,5,7.4,0.63
23-04-2008,Male,Service,Yes,3,5,5.4,0.42
21-10-2008,Male,Service,Yes,1,3,5.5,0.46
26-06-2008,Female,Service,Yes,2,,,0.62
10-03-2008,Male,Service,Yes,2,4,6.1,0.5
20-07-2008,Male,Product,Yes,2,3,5.6,0.32
28-11-2008,Male,Service,No,4,7,8.5,
20-04-2008,Female,Service,Yes,1,4,4.5,0.35
28-04-2008,Male,Product,No,4,6,6.5,0.49
19-08-2008,Female,Service,Yes,0,2,2.6,0.16
03-08-2008,Female,Service,Yes,2,3,3.7,0.29
23-04-2008,Female,Service,Yes,2,4,4.8,0.36
20-10-2008,Female,Product,Yes,0,1,3.7,
09-07-2008,Female,Service,Yes,2,3,4.2,0.22
27-03-2008,Female,Service,No,2,4,3.3,0.11
05-10-2008,Female,Service,No,3,6,7.9,0.62
11-02-2008,Female,Service,No,2,5,7.2,0.53
01-09-2008,Female,Product,Yes,2,6,6.4,0.55
08-08-2008,Male,Product,Yes,0,1,3.8,0.2
05-12-2008,Female,Service,No,1,1,4.9,0.27
18-10-2008,Female,Service,No,2,3,6,0.42
10-01-2008,Female,Product,Yes,3,,6.7,0.46
07-07-2008,Female,Service,No,1,4,6.1,0.56
23-12-2008,Female,Product,No,3,6,7.2,0.59
23-07-2008,Male,Service,No,4,8,,0.75
08-06-2008,Female,Product,Yes,3,4,5.7,0.38
24-03-2008,Male,Service,Yes,2,4,6.8,0.48
30-04-2008,Female,Product,Yes,1,2,5.1,0.37
24-07-2008,Male,Service,No,4,9,9.8,0.98
27-11-2008,Male,Service,No,4,6,8.3,0.66
05-08-2008,Male,Service,Yes,1,1,3.3,0.2
29-08-2008,Male,Service,Yes,4,7,7.8,0.64
15-07-2008,Female,Service,Yes,2,5,8.1,0.62
13-06-2008,Male,Product,No,2,4,3.2,0.27
29-12-2008,Male,Service,Yes,2,6,6.9,0.51
27-11-2008,Male,Product,Yes,2,6,8.3,0.74
31-05-2008,Female,Service,No,4,9,9.3,1
23-05-2008,Male,Product,Yes,2,5,7.1,0.52
14-11-2008,Male,Service,No,1,4,6,0.47
30-09-2008,Female,Service,Yes,1,2,,0.48
27-12-2008,Male,Service,Yes,4,8,7.4,0.71
10-07-2008,Male,Service,No,1,4,4.6,0.36
15-11-2008,Female,Service,No,4,7,6.6,0.56
21-05-2008,Male,Service,No,3,6,5.4,0.43
30-07-2008,Female,Service,No,4,6,8.4,0.65
13-03-2008,Female,Product,No,4,8,7.5,0.67
12-11-2008,Male,Product,No,4,8,8.5,0.91
21-06-2008,Male,Product,No,3,5,5.4,0.5
01-03-2008,Male,Product,No,2,4,5.4,0.36
28-08-2008,Female,Product,Yes,0,2,3.7,0.22
08-07-2008,Male,Service,Yes,3,,6.3,0.5
18-09-2008,Female,Service,No,3,4,6.3,0.46
29-09-2008,Male,Product,Yes,2,5,7,0.54
18-09-2008,Male,Service,Yes,1,2,5,0.31
12-05-2008,Female,Service,No,3,8,8.3,0.71
04-01-2008,Male,Service,No,3,5,6.6,0.51
21-12-2008,Male,Product,No,2,3,4.7,0.29
09-04-2008,Male,Service,Yes,2,3,2.8,0.19
21-11-2008,Female,Product,No,2,2,1.6,0.1
14-07-2008,Male,Service,No,2,4,6.6,0.44
18-09-2008,Male,Product,No,3,7,8.2,0.82
22-05-2008,Male,Service,No,2,5,5.9,0.4
21-12-2008,Male,Service,Yes,2,4,6.3,0.46
10-04-2008,Female,Service,Yes,2,2,1.6,
19-02-2008,Female,Product,No,4,7,8.3,
18-10-2008,Male,Product,Yes,1,1,0,0
09-12-2008,Female,Service,Yes,3,4,5.9,0.49
28-12-2008,Male,Service,Yes,4,7,7.8,0.71
19-11-2008,Male,Service,Yes,2,3,4.8,0.38
01-09-2008,Female,Service,No,2,5,6.3,0.55
14-09-2008,Female,Service,Yes,1,3,,0.38
05-05-2008,Female,Service,Yes,4,9,9.1,0.73
01-11-2008,Female,Service,Yes,3,5,6.5,0.51
12-06-2008,Male,Product,Yes,2,,5.2,0.42
15-07-2008,Female,Product,Yes,1,3,4.4,0.25
08-03-2008,Male,Service,No,2,4,5,0.41
07-03-2008,Female,Service,No,2,5,6.7,0.6
21-02-2008,Female,Service,Yes,0,1,3.6,0.17
19-10-2008,Female,Product,No,1,1,,0.28
18-04-2008,Female,Product,No,1,4,5.6,0.35
15-04-2008,Female,Service,Yes,3,5,5.1,0.35
21-12-2008,Female,Product,No,4,8,8.7,0.77
17-05-2008,Female,Product,Yes,1,2,4.2,0.25
20-12-2008,Female,Service,Yes,1,3,,0.41
24-07-2008,Male,Service,No,2,5,6.3,0.56
03-04-2008,Male,Service,Yes,4,7,,0.62
21-05-2008,Male,Service,No,4,8,,0.88
04-07-2008,Male,Service,Yes,1,2,2.1,0.16
23-10-2008,Female,Service,Yes,2,4,4.1,0.33
04-08-2008,Female,Product,No,3,5,,0.57
29-07-2008,Female,Service,Yes,3,6,7.3,0.57
30-07-2008,Female,Service,Yes,1,2,,0.27
02-09-2008,Female,Service,Yes,1,4,5.2,0.3
07-10-2008,Female,Service,Yes,1,4,4.4,0.39
11-02-2008,Male,Service,Yes,3,7,,0.72
20-05-2008,Male,Product,No,2,5,7.1,0.53
14-09-2008,Female,Service,No,2,6,7,0.68
02-09-2008,Male,Service,No,2,4,8,0.6
05-06-2008,Female,Service,No,0,1,2.6,0.2
23-09-2008,Male,Service,Yes,0,2,2.8,0.19
22-08-2008,Female,Product,No,4,8,7.8,0.7
31-12-2008,Male,Service,Yes,2,4,5,0.47
07-08-2008,Male,Product,Yes,2,,7.4,0.61
30-04-2008,Female,Product,No,3,5,6.4,0.59
09-07-2008,Female,Product,Yes,5,9,7.8,0.79
06-10-2008,Female,Service,Yes,0,2,,0.18
29-08-2008,Male,Product,Yes,0,1,1,0.09
17-11-2008,Female,Service,No,3,6,4.3,0.36
21-02-2008,Female,Service,No,0,1,2.7,0.14
19-01-2008,Male,Product,Yes,1,2,0,0
20-02-2008,Male,Product,No,3,8,9.2,0.81
27-11-2008,Female,Product,No,4,8,7.5,0.7
13-08-2008,Male,Service,Yes,2,4,4.8,0.35
21-01-2008,Male,Product,Yes,0,1,3.9,0.26
28-10-2008,Male,Service,Yes,2,3,5.2,0.37
27-01-2008,Female,Service,No,1,2,5.2,0.36
21-08-2008,Male,Service,No,2,4,4.8,0.41
17-10-2008,Male,Product,No,3,6,7.3,
19-02-2008,Female,Service,No,3,7,6.5,0.54
27-12-2008,Male,Service,Yes,2,2,2.9,0.22
14-11-2008,Female,Service,Yes,2,,,0.33
09-05-2008,Male,Product,Yes,1,3,5.4,0.31
29-03-2008,Male,Service,Yes,2,4,4.7,0.39
14-05-2008,Male,Service,Yes,0,1,,0.06
14-03-2008,Male,Product,No,3,6,6.2,0.54
31-05-2008,Female,Service,Yes,3,7,6.2,0.57
22-11-2008,Female,Service,Yes,1,2,4.1,0.31
03-01-2008,Male,Product,Yes,2,4,7.2,0.55
18-03-2008,Female,Service,Yes,2,4,,0.27
29-04-2008,Male,Service,Yes,2,3,6.4,0.47
03-05-2008,Male,Service,Yes,3,6,7,0.55
09-07-2008,Female,Service,No,2,5,7,0.56
12-09-2008,Female,Service,No,2,4,4.3,0.35
16-02-2008,Male,Service,No,4,8,7.3,0.64
16-12-2008,Female,Service,Yes,4,6,5.3,0.49
12-06-2008,Female,Product,Yes,2,4,,0.46
12-05-2008,Female,Service,No,0,2,2.2,0.15
16-08-2008,Male,Service,Yes,3,6,6,
30-11-2008,Female,Product,No,4,6,7.2,0.64
21-04-2008,Male,Product,Yes,1,2,4.5,0.23
01-01-2008,Male,Service,No,1,2,3.4,0.14
25-07-2008,Male,Product,No,2,4,3.6,0.28
08-06-2008,Male,Product,No,3,7,7.8,0.61
16-11-2008,Male,Service,Yes,1,3,4.9,0.32
08-11-2008,Male,Service,No,3,5,8.4,0.67
23-10-2008,Female,Product,No,3,7,7.4,0.54
24-02-2008,Male,Service,No,3,7,,0.77
19-03-2008,Male,Product,No,3,5,7.3,0.55
07-04-2008,Female,Service,Yes,3,7,8.8,0.83
25-07-2008,Male,Service,No,3,6,7.1,0.69
19-02-2008,Female,Product,No,2,4,7.4,0.68
07-08-2008,Female,Product,No,2,5,8,0.6
02-05-2008,Male,Service,Yes,1,3,5.1,0.46
06-07-2008,Female,Service,Yes,1,2,4,0.32
13-01-2008,Male,Product,Yes,1,3,5.7,0.44
04-11-2008,Female,Service,Yes,1,2,4.8,0.25
24-11-2008,Female,Service,Yes,2,5,6.3,
02-06-2008,Male,Product,No,3,6,8,0.6
26-09-2008,Female,Service,Yes,2,3,5.5,0.4
02-10-2008,Male,Product,No,2,5,5.8,0.51
07-03-2008,Male,Product,Yes,2,3,4.3,
20-10-2008,Male,Service,No,3,5,6.9,0.67
23-02-2008,Male,Service,No,1,3,5.9,0.45
26-06-2008,Female,Product,No,1,3,3.7,0.31
23-04-2008,Female,Service,Yes,1,3,,0.38
28-03-2008,Female,Service,No,3,6,9.3,0.81
31-10-2008,Female,Service,No,3,8,7.7,0.79
30-08-2008,Female,Service,No,1,2,5.6,0.4
18-07-2008,Male,Service,No,2,4,4.5,0.39
26-06-2008,Female,Product,Yes,1,1,3.6,0.22
03-09-2008,Female,Product,Yes,1,3,6,0.4
28-09-2008,Female,Service,No,2,3,,0.22
01-04-2008,Male,Service,Yes,1,2,2,0.04
26-02-2008,Male,Service,Yes,0,1,0,0
09-09-2008,Male,Service,No,2,6,7.1,0.62
05-02-2008,Female,Service,No,1,5,5.7,0.51
14-07-2008,Male,Service,Yes,2,3,2.5,0.2
07-12-2008,Male,Service,No,1,4,6.9,0.47
08-06-2008,Female,Service,No,2,3,4.4,0.21
05-12-2008,Male,Service,Yes,3,6,6.3,0.46
21-06-2008,Male,Product,Yes,2,3,6.5,0.45
15-07-2008,Female,Service,Yes,4,7,,0.56
15-12-2008,Male,Service,No,3,7,7.7,0.72
16-03-2008,Female,Product,Yes,2,4,6.4,0.41
04-01-2008,Male,Service,Yes,2,4,6.5,0.44
02-07-2008,Female,Product,Yes,4,8,,1
08-09-2008,Female,Service,Yes,1,2,,0.29
12-07-2008,Female,Service,Yes,2,4,5.1,0.43
15-06-2008,Male,Product,No,1,4,5.8,0.52
01-06-2008,Female,Product,Yes,3,,5.5,0.4
13-12-2008,Female,Product,Yes,1,4,5.7,0.44
01-10-2008,Male,Service,No,2,6,7.7,0.78
13-09-2008,Female,Service,Yes,2,4,4.9,0.34
01-11-2008,Male,Service,Yes,1,,4.9,0.39
11-06-2008,Female,Service,No,1,3,3,0.18
29-05-2008,Female,Service,Yes,3,5,5.3,0.38
18-04-2008,Male,Service,Yes,2,4,6.3,0.41
21-02-2008,Female,Product,No,2,4,4.4,0.32
01-03-2008,Male,Service,No,5,9,9.6,0.82
08-07-2008,Female,Service,Yes,3,6,7.4,0.52
28-12-2008,Female,Service,Yes,2,3,2.7,0.21
13-02-2008,Male,Service,Yes,2,5,6.3,0.56
24-07-2008,Female,Service,No,4,8,7.7,0.57
26-02-2008,Male,Service,No,1,2,4.5,0.35
10-05-2008,Female,Product,No,3,,6,0.56
13-05-2008,Male,Product,Yes,2,4,7.3,0.64
14-11-2008,Female,Service,No,2,3,5.6,0.5
23-05-2008,Male,Product,No,2,4,7.5,0.53
24-06-2008,Female,Product,Yes,1,3,5.1,0.35
21-01-2008,Male,Service,Yes,1,1,,0
16-05-2008,Female,Product,Yes,3,4,5.9,0.42
26-04-2008,Female,Service,No,3,6,7.8,0.69
19-03-2008,Male,Product,No,2,3,6.2,0.39
24-11-2008,Male,Product,Yes,4,7,7.5,0.62
04-10-2008,Female,Product,No,3,6,6.8,0.55
03-07-2008,Male,Service,No,4,6,6.7,0.64
11-08-2008,Male,Service,No,3,6,6.4,0.54
07-10-2008,Male,Service,Yes,2,5,4.9,0.31
09-03-2008,Male,Service,No,3,6,,0.51
03-01-2008,Male,Product,Yes,1,,3.7,0.25
28-11-2008,Female,Service,Yes,1,4,5.9,0.51
11-11-2008,Male,Service,No,2,6,6.9,
26-06-2008,Male,Service,Yes,3,,7.3,0.71
22-09-2008,Male,Product,Yes,1,2,4.3,0.24
06-02-2008,Female,Product,No,0,1,2.4,0.11
04-02-2008,Male,Product,No,2,,2.4,0.19
18-04-2008,Female,Service,Yes,2,5,5.7,0.35
23-06-2008,Female,Service,Yes,2,3,5.1,0.39
02-05-2008,Female,Service,No,2,4,5.5,0.39
19-02-2008,Male,Service,No,4,8,8.9,0.74
22-10-2008,Female,Product,No,3,7,8.6,0.7
19-04-2008,Female,Product,Yes,0,1,,0.09
24-06-2008,Female,Service,Yes,2,4,5.3,0.38
15-08-2008,Male,Product,No,1,4,6.1,0.39
25-11-2008,Male,Product,No,2,3,6.6,0.46
22-06-2008,Male,Service,No,1,2,4.5,0.33
22-02-2008,Female,Service,Yes,1,1,,0.24
06-11-2008,Female,Service,Yes,3,6,,0.43
09-07-2008,Male,Service,Yes,1,3,5.1,0.46
13-09-2008,Female,Service,Yes,2,4,5,0.34
16-07-2008,Male,Service,Yes,4,,,0.6
26-06-2008,Female,Service,No,1,3,4.3,0.37
21-04-2008,Male,Product,No,1,3,5.8,0.37
25-06-2008,Male,Product,Yes,3,5,,0.47
14-10-2008,Female,Service,Yes,3,4,4.9,0.41
08-10-2008,Female,Product,No,4,7,10,0.88
29-01-2008,Female,Service,Yes,2,4,5.3,0.47
08-08-2008,Female,Product,Yes,0,1,0,0
10-08-2008,Male,Service,Yes,2,3,,0.27
11-09-2008,Female,Service,Yes,2,4,4.3,0.34
04-12-2008,Female,Service,Yes,1,4,4.2,0.3
23-11-2008,Female,Product,Yes,1,1,1,0
10-11-2008,Female,Service,No,0,1,2.4,0.11
26-12-2008,Female,Service,Yes,1,2,2.1,0.07
23-05-2008,Female,Product,No,2,,7.7,
01-09-2008,Female,Service,Yes,1,3,5.5,0.48
20-05-2008,Male,Product,Yes,2,4,3.7,0.3
09-12-2008,Male,Product,Yes,2,3,4.5,
18-11-2008,Female,Product,No,1,4,7.3,0.5
26-09-2008,Male,Service,Yes,2,5,5.8,0.49
03-05-2008,Female,Product,No,3,6,4.8,0.42
25-11-2008,Male,Service,No,2,4,6.9,0.56
04-04-2008,Female,Service,Yes,4,7,6.9,0.57
30-04-2008,Male,Product,Yes,3,7,7.5,0.66
06-09-2008,Male,Service,Yes,3,5,8.2,
23-03-2008,Female,Service,Yes,3,5,7,0.49
17-07-2008,Female,Service,Yes,3,6,6.9,0.45
11-09-2008,Male,Product,No,5,10,7.9,0.73
02-09-2008,Male,Service,Yes,2,3,4.8,0.37
14-10-2008,Female,Product,Yes,3,6,5.4,0.45
12-04-2008,Female,Service,No,5,9,8.6,0.85
17-08-2008,Female,Product,No,3,7,,
15-08-2008,Male,Service,Yes,1,2,3.2,0.12
03-09-2008,Male,Product,No,4,8,7.3,0.52
29-04-2008,Female,Service,No,2,4,4.8,0.41
30-06-2008,Female,Service,Yes,3,4,3.7,0.28
14-07-2008,Male,Product,Yes,2,4,5.1,0.37
07-01-2008,Female,Service,No,4,7,6.7,0.62
06-11-2008,Male,Service,Yes,2,,5.3,0.47
18-06-2008,Male,Product,Yes,0,1,2.2,0.11
05-08-2008,Male,Product,No,0,1,2,0.16
14-07-2008,Female,Service,Yes,1,4,4.1,0.32
01-06-2008,Male,Service,No,1,3,5,0.38
08-10-2008,Male,Service,Yes,2,4,4.7,0.41
29-02-2008,Male,Product,No,0,1,3.9,0.26
27-10-2008,Female,Service,No,3,6,,0.64
25-04-2008,Female,Service,No,4,8,7.4,0.68
29-07-2008,Male,Service,No,2,4,6.8,0.53
12-01-2008,Female,Service,Yes,1,2,4.7,0.39
08-10-2008,Female,Service,No,2,,6.7,0.48
13-09-2008,Male,Product,Yes,1,3,5.7,0.37
06-02-2008,Female,Service,Yes,2,4,,0.47
26-01-2008,Female,Product,Yes,2,4,4.7,0.41
15-10-2008,Male,Product,Yes,1,2,3.4,0.28
25-08-2008,Female,Product,No,2,4,5.2,0.38
27-08-2008,Male,Service,Yes,1,,,0.14
29-02-2008,Male,Service,Yes,2,5,6.9,0.6
25-02-2008,Female,Service,Yes,1,3,5.9,0.36
07-04-2008,Female,Service,Yes,2,4,,0.42
16-05-2008,Male,Service,Yes,1,3,4.3,0.37
30-01-2008,Female,Service,Yes,2,4,5.8,0.35
27-06-2008,Male,Service,No,2,4,,0.55
25-01-2008,Female,Service,Yes,3,6,5.9,0.48
25-12-2008,Male,Service,No,4,6,8.2,0.61
08-05-2008,Female,Service,Yes,2,4,5.7,0.47
21-03-2008,Male,Service,No,2,,6.6,0.52
14-02-2008,Male,Service,Yes,4,7,7.2,0.59
19-05-2008,Female,Service,No,2,6,6.8,0.51
27-05-2008,Female,Service,Yes,3,4,5.5,0.47
09-07-2008,Female,Product,Yes,2,4,6.3,0.45
30-01-2008,Male,Service,No,2,,,0.6
20-03-2008,Male,Service,Yes,4,7,8.9,0.74
18-06-2008,Male,Service,Yes,1,3,5.8,0.44
15-04-2008,Female,Service,Yes,2,,,0.48
19-08-2008,Male,Service,No,2,4,6.8,0.52
17-08-2008,Female,Service,Yes,2,4,2.2,0.18
20-08-2008,Male,Product,Yes,2,5,6.5,0.56
28-11-2008,Male,Product,No,2,5,6.7,0.5
16-07-2008,Male,Service,Yes,1,3,3.5,0.2
16-06-2008,Male,Service,No,1,5,6.6,0.58
13-08-2008,Female,Service,Yes,1,2,5.1,0.27
27-08-2008,Female,Product,No,3,6,,0.56
07-01-2008,Female,Service,No,3,5,5,0.41
20-05-2008,Male,Service,Yes,2,2,3.5,0.25
